iter	Logloss
170	0.3147668705
171	0.3146733748
172	0.3145460654
173	0.3143002901
174	0.3141755604
175	0.313999377
176	0.3138520292
177	0.3136437057
178	0.3134640097
179	0.3132669428
180	0.3131029968
181	0.3129619614
182	0.3128302914
183	0.3126412562
184	0.3125177086
185	0.3122991577
186	0.3121852541
187	0.3120409557
188	0.3118400022
189	0.3117116436
190	0.3115559925
191	0.3114363314
192	0.3112655572
193	0.3111122075
194	0.3109662213
195	0.3108247673
196	0.3107209124
197	0.3105933936
198	0.3105001028
199	0.3103028166
200	0.3102353685
201	0.3101228087
202	0.3099152018
203	0.3097338191
204	0.3095629217
205	0.3093821718
206	0.3092127243
207	0.3091594402
208	0.3090469754
209	0.3089036108
210	0.3088066155
211	0.308659063
212	0.3085373907
213	0.308352792
214	0.3082795812
215	0.3081920262
216	0.3080893724
217	0.3080345836
218	0.3078547813
219	0.307644371
220	0.3075232133
221	0.3074962918
222	0.3073644643
223	0.3073073499
224	0.3071865625
225	0.3070677321
226	0.3068909186
227	0.3067404954
228	0.3066664799
229	0.3065401882
230	0.3065060273
231	0.3064294427
232	0.3063458829
233	0.3062225219
234	0.3060504043
235	0.3059343184
236	0.3057797508
237	0.3056568777
238	0.3055656617
239	0.3053688019
240	0.3052635558
241	0.3051980315
242	0.3050982516
243	0.3049461134
244	0.304842978
245	0.3047398907
246	0.3046006449
247	0.3044926071
248	0.3043797757
249	0.3041708037
250	0.3039443072
251	0.3037884002
252	0.3036475085
253	0.3035377062
254	0.3033559712
255	0.3032509885
256	0.3031171881
257	0.3030242185
258	0.3029207023
259	0.3027923787
260	0.3027678389
261	0.3026289787
262	0.3024909925
263	0.3024178876
264	0.3023215521
265	0.3022386452
266	0.30213017
267	0.3019768034
268	0.3019003423
269	0.301761122
270	0.3016208364
271	0.3015059083
272	0.3014215131
273	0.3013181532
274	0.3011964625
275	0.3010876977
276	0.3009500574
277	0.300887502
278	0.3008004175
279	0.3006942823
280	0.3005818979
281	0.3004195548
282	0.3003773742
283	0.3001969852
284	0.3000629456
285	0.2999710433
286	0.2997980096
287	0.2996715226
288	0.2995675597
289	0.2994576445
290	0.2993416606
291	0.299244957
292	0.2990951753
293	0.2989463965
294	0.2988739046
295	0.2986877455
296	0.2985679196
297	0.2984173657
298	0.2983246855
299	0.2982111254
300	0.2981418937
301	0.2980573167
302	0.2979433865
303	0.2977839348
304	0.2976765128
305	0.2976009192
306	0.2975072005
307	0.2973117517
308	0.297207151
309	0.2971508267
310	0.2969815445
311	0.2968617073
312	0.2967833605
313	0.2967054696
314	0.2965908049
315	0.2965092125
316	0.2963360425
317	0.2962340632
318	0.2960943436
319	0.296025018
320	0.2959121002
321	0.2957945573
322	0.2956843624
323	0.2955454459
324	0.2954260695
325	0.2952982919
326	0.2951823925
327	0.2949945891
328	0.2948748228
329	0.2947621001
330	0.2946835136
331	0.2945109906
332	0.2944372242
333	0.2943233119
334	0.294236244
335	0.294145491
336	0.2940338796
337	0.2939329839
338	0.2938420627
339	0.2937661929
340	0.2935927673
341	0.2935038079
342	0.2934094436
343	0.2933532228
344	0.2932309426
345	0.2931263221
346	0.293014896
347	0.292902883
348	0.2928083439
349	0.2926869401
350	0.2925696105
351	0.2924276682
352	0.2922991159
353	0.2922231613
354	0.292136292
355	0.2920428811
356	0.2919299598
357	0.2918202042
358	0.2916808361
359	0.2915682784
360	0.2914321205
361	0.2912889341
362	0.2912119211
363	0.2911501355
364	0.2910497238
365	0.2909594272
366	0.2908049519
367	0.290651
368	0.2905601263
369	0.2904682263
370	0.2903748899
371	0.2902485281
372	0.2901059922
373	0.2899880134
374	0.2898698418
375	0.2897440097
376	0.2895546936
377	0.2894164223
378	0.2893328648
379	0.2891948985
380	0.2891324543
381	0.2890759743
382	0.2889826755
383	0.2889040509
384	0.288755869
385	0.2886655278
386	0.2885435945
387	0.2884526606
388	0.2883553216
389	0.2882258544
390	0.2881082903
391	0.2880067052
392	0.2879431803
393	0.2878338572
394	0.2877422725
395	0.2876345731
396	0.287537532
397	0.2874666756
398	0.287359092
399	0.2872867131
400	0.287233629
401	0.2870580398
402	0.2869774676
403	0.2868386824
404	0.286730198
405	0.2866517528
406	0.2865419251
407	0.2864706306
408	0.2864025263
409	0.2862750416
410	0.2861222259
411	0.2860336818
412	0.2858806614
413	0.2857393566
414	0.2855810642
415	0.2854848835
416	0.2853255389
417	0.2852014831
418	0.2851310043
419	0.2849526859
420	0.2848559379
421	0.2847622941
422	0.2846793143
423	0.2846280327
424	0.2845112332
425	0.2844313009
426	0.2842973223
427	0.2842401472
428	0.284156283
429	0.2840744387
430	0.2839568522
431	0.283872339
432	0.2837190325
433	0.2835530716
434	0.283441628
435	0.2833030897
436	0.2831434098
437	0.2830531802
438	0.282924837
439	0.2828265303
440	0.2826967355
441	0.2825914275
442	0.2824800137
443	0.282358246
444	0.2822391347
445	0.2821582808
446	0.2820806784
447	0.2819616152
448	0.2818931878
449	0.2817518918
450	0.2816318264
451	0.2815168719
452	0.2813923231
453	0.281321423
454	0.2812220985
455	0.2810933761
456	0.2810253053
457	0.2809338735
458	0.2807937179
459	0.2806955695
460	0.2805554946
461	0.2804629498
462	0.2803917069
463	0.2802703906
464	0.2802405632
465	0.2801479965
466	0.2800274189
467	0.2799253132
468	0.2798302346
469	0.2796949699
470	0.2795900133
471	0.2794787311
472	0.2793921478
473	0.2792974137
474	0.279170959
475	0.2790631976
476	0.2789605243
477	0.278895745
478	0.2787972847
479	0.2787042125
480	0.2786022438
481	0.278502167
482	0.2783605046
483	0.2782619582
484	0.2781599243
485	0.2780398036
486	0.2779471041
487	0.2778126168
488	0.2776971507
489	0.2775873568
490	0.2774918248
491	0.2773641384
492	0.2772681871
493	0.2771909068
494	0.2770759909
495	0.2769586684
496	0.2768408492
497	0.2767259461
498	0.2766813225
499	0.2765562274
500	0.2764731725
501	0.2763328078
502	0.2762436512
503	0.2761624911
504	0.2760681682
505	0.2759762484
506	0.2758656993
507	0.2757609393
508	0.275673552
509	0.2755854264
510	0.2754889784
511	0.2753565761
512	0.2752329785
513	0.275139149
514	0.2750593043
515	0.2749133961
516	0.274855301
517	0.2747939375
518	0.2747176389
519	0.2746238655
520	0.2745152707
521	0.274402077
522	0.2742899913
523	0.274211388
524	0.2741299855
525	0.2740406734
526	0.2739663471
527	0.2738898088
528	0.2737946969
529	0.2737217942
530	0.273617071
531	0.2735217976
532	0.2734506556
533	0.2733468872
534	0.2732235714
535	0.2731529006
536	0.2730570282
537	0.2729622887
538	0.2728846904
539	0.2727739655
540	0.2726788327
541	0.2725802702
542	0.2724254472
543	0.2723535402
544	0.272250937
545	0.2722005545
546	0.2720966568
547	0.2720003629
548	0.2718749325
549	0.2718021039
550	0.2717112943
551	0.2716363405
552	0.2715327102
553	0.2714336259
554	0.2713296059
555	0.2711732909
556	0.2710838868
557	0.2709903304
558	0.2708000634
559	0.2706887418
560	0.2706097948
561	0.270453101
562	0.2703646274
563	0.2702674425
564	0.2701803524
565	0.2701140278
566	0.2700243748
567	0.269938486
568	0.2698437306
569	0.2697618692
570	0.2696407804
571	0.269544665
572	0.2694352098
573	0.2693558598
574	0.2692902486
575	0.269217185
576	0.2691030525
577	0.2690269335
578	0.268944929
579	0.2688560232
580	0.2687833442
581	0.268692756
582	0.2686130259
583	0.2685605702
584	0.268482645
585	0.2684342251
586	0.268350655
587	0.2682892654
588	0.2681969439
589	0.268089077
590	0.2680024648
591	0.2679202336
592	0.2678177081
593	0.2677544773
594	0.26762198
595	0.2675297959
596	0.2674105802
597	0.2673132741
598	0.2672196981
599	0.2671435671
600	0.267038434
601	0.2669492475
602	0.2668961913
603	0.2668208977
604	0.2667410844
605	0.266673996
606	0.2665870463
607	0.2665157826
608	0.2664306824
609	0.2663536906
610	0.2662646015
611	0.2661189479
612	0.2660668013
613	0.2659844047
614	0.2658851976
615	0.2657971421
616	0.2657445704
617	0.2656405624
618	0.2654981335
619	0.2654306754
620	0.2653039908
621	0.2651792723
622	0.2650993013
623	0.2649540124
624	0.2648202125
625	0.2646933268
626	0.2646414964
627	0.2645405836
628	0.26443194
629	0.2643563778
630	0.2642341955
631	0.2642054229
632	0.2641260108
633	0.2640292001
634	0.2639833706
635	0.2638575902
636	0.2637806942
637	0.2637079655
638	0.2636470913
639	0.2635794392
640	0.2635040494
641	0.2634599128
642	0.2633604182
643	0.2633011777
644	0.2631943696
645	0.2631022917
646	0.262946728
647	0.2628501578
648	0.2627413385
649	0.2626913351
650	0.2626375051
651	0.2625537675
652	0.2624998219
653	0.2624249499
654	0.2623514249
655	0.2622827061
656	0.2622211049
657	0.2621251865
658	0.262042264
659	0.2619247424
660	0.2618737152
661	0.261778467
662	0.2617233806
663	0.2615966224
664	0.2615093981
665	0.2614151751
666	0.2613088656
667	0.2612237101
668	0.2611379701
669	0.2610389261
670	0.2609228421
671	0.2608759475
672	0.2607748093
673	0.2606955847
674	0.2606208429
675	0.2605032947
676	0.2604378201
677	0.2603728466
678	0.2602840913
679	0.2602035703
680	0.2600748884
681	0.2600031413
682	0.2599291945
683	0.2598190735
684	0.2597426305
685	0.259674121
686	0.2595793933
687	0.2595364142
688	0.2594621195
689	0.2593893123
690	0.2592798968
691	0.2592087091
692	0.2590976365
693	0.2590206657
694	0.2589237104
695	0.2588203226
696	0.2587422199
697	0.2586815139
698	0.2586032126
699	0.2585360685
700	0.2584672638
701	0.2583905987
702	0.2583045373
703	0.2582099056
704	0.2581069873
705	0.2580582137
706	0.2580045353
707	0.2579132129
708	0.257815358
709	0.2577569876
710	0.2576793002
711	0.2575950392
712	0.2574802811
713	0.2574197398
714	0.257307199
715	0.2571755398
716	0.2571224368
717	0.2570407086
718	0.256968906
719	0.2568782857
720	0.2568094324
721	0.2567576557
722	0.2566603108
723	0.2565515563
724	0.2565305312
725	0.256448221
726	0.2563533887
727	0.2563187985
728	0.2562327282
729	0.2561334435
730	0.2560258851
731	0.2559620116
732	0.2558805805
733	0.2558175843
734	0.2557741688
735	0.2555693795
736	0.2554855175
737	0.255392716
738	0.2553127723
739	0.2552729358
740	0.2551806154
741	0.2550623854
742	0.2550134841
743	0.2549466558
744	0.2549165462
745	0.2548373115
746	0.2547142122
747	0.2546419393
748	0.2545573213
749	0.2544836336
750	0.254416179
751	0.2542997483
752	0.2542280766
753	0.25413261
754	0.2540589927
755	0.2539233577
756	0.2538305193
757	0.2537829755
758	0.2537312817
759	0.2536488835
760	0.2536148725
761	0.2534762741
762	0.2534112798
763	0.2533769629
764	0.253295538
765	0.2531985194
766	0.2531096919
767	0.2529902666
768	0.2529124559
769	0.2528674914
770	0.2527406233
771	0.2526059424
772	0.2525260151
773	0.2524344665
774	0.2523470648
775	0.2522815777
776	0.25219843
777	0.252154454
778	0.2520602767
779	0.2519633613
780	0.251875787
781	0.2518059866
782	0.2516993009
783	0.2516325989
784	0.2515499809
785	0.2514356694
786	0.2513999712
787	0.2513095771
788	0.2512326111
789	0.2511519457
790	0.2510583053
791	0.2509830514
792	0.2509139749
793	0.2508576913
794	0.2507357605
795	0.2506615734
796	0.2506146069
797	0.2505329455
798	0.2504677351
799	0.2504052258
800	0.2503207768
801	0.2502424498
802	0.2501196441
803	0.2500180182
804	0.2499637151
805	0.2498806594
806	0.2497847184
807	0.2497316576
808	0.2496246573
809	0.2494785306
810	0.2493623445
811	0.2492644855
812	0.2491916328
813	0.2491087669
814	0.2490453323
815	0.2489646203
816	0.2488623817
817	0.2487906017
818	0.2487512961
819	0.2486165576
820	0.2485448236
821	0.2484751796
822	0.2483572123
823	0.2482835044
824	0.2482035003
825	0.2481416583
826	0.2480609735
827	0.248011145
828	0.2479829258
829	0.2478929859
830	0.2478015269
831	0.247724656
832	0.2476453196
833	0.2475685155
834	0.2475005109
835	0.2474455355
836	0.2473688373
837	0.2472869061
838	0.2472132961
839	0.2471359438
840	0.2470867077
841	0.2470008311
842	0.2469371812
843	0.2468561102
844	0.2467483705
845	0.2466731188
846	0.2465474576
847	0.246484948
848	0.2463819501
849	0.2462855903
850	0.2461487573
851	0.2460437029
852	0.2459689904
853	0.2459148933
854	0.2457937648
855	0.2457062399
856	0.2455404656
857	0.2454716776
858	0.2453737793
859	0.2452799494
860	0.2451714916
861	0.2451228236
862	0.2450174005
863	0.2449414401
864	0.2448919671
865	0.2448171179
866	0.2447039775
867	0.2446664063
868	0.2446022598
869	0.2445381988
870	0.2444947804
871	0.2444148543
872	0.2443453899
873	0.2442462372
874	0.2441369485
875	0.2440306037
876	0.2439695125
877	0.2439113786
878	0.2438788809
879	0.2437499632
880	0.2436869901
881	0.2435913166
882	0.2435070773
883	0.2434494136
884	0.2433771667
885	0.2432722025
886	0.2431707475
887	0.2430864086
888	0.2430261394
889	0.2429634425
890	0.242923266
891	0.2428683779
892	0.2427924018
893	0.2427249865
894	0.242636021
895	0.2426092865
896	0.2425634967
897	0.2424311934
898	0.2423441834
899	0.2422826565
900	0.2422391215
901	0.2421872362
902	0.2420665941
903	0.2420097735
904	0.2419265384
905	0.2418109787
906	0.2417296173
907	0.2416551493
908	0.2415833242
909	0.2415009576
910	0.2414310014
911	0.2414077253
912	0.2413420394
913	0.2412840746
914	0.2412107193
915	0.241140087
916	0.2410262936
917	0.2409699093
918	0.2408921974
919	0.2408153181
920	0.2407472017
921	0.2406634952
922	0.2406314442
923	0.2405796957
924	0.2405300537
925	0.2404653981
926	0.2404019612
927	0.2403321472
928	0.2402701141
929	0.2402329593
930	0.2401398945
931	0.2400317727
932	0.2399018395
933	0.2397758233
934	0.2396351516
935	0.2395405574
936	0.2394592569
937	0.2393819999
938	0.2393152243
939	0.2392251235
940	0.2391759865
941	0.2390838855
942	0.2390092474
943	0.2389365643
944	0.238905655
945	0.2388379801
946	0.2387683581
947	0.2386524102
948	0.2385795184
949	0.23854563
950	0.238483608
951	0.2384003813
952	0.2383302771
953	0.2382682911
954	0.2382288668
955	0.2381799806
956	0.2380911724
957	0.238021238
958	0.2379667547
959	0.2378951264
960	0.2378306639
961	0.237776942
962	0.2377006243
963	0.2376208972
964	0.2375742814
965	0.2374628687
966	0.2373604419
967	0.2372823119
968	0.2372220944
969	0.2371636287
970	0.2370941893
971	0.2370660137
972	0.2369687037
973	0.236928681
974	0.2368494075
975	0.2367475507
976	0.2366916138
977	0.2365973996
978	0.2364960996
979	0.2364437407
980	0.2363982005
981	0.2363265314
982	0.2362745142
983	0.2361952086
984	0.2361186903
985	0.2360622691
986	0.2360202015
987	0.2359375021
988	0.2358644577
989	0.2358261444
990	0.2357431792
991	0.2356685762
992	0.2355981504
993	0.2355675989
994	0.2355344093
995	0.2354822527
996	0.2354290516
997	0.2353760761
998	0.2353158134
999	0.2352401884
