iter	Logloss
346	0.3984239843
347	0.3983554104
348	0.3983169261
349	0.3982452059
350	0.3981900727
351	0.3981409294
352	0.3980583065
353	0.397984996
354	0.3979228279
355	0.3978938996
356	0.3978258725
357	0.3977872206
358	0.3977324613
359	0.3976787084
360	0.3976414895
361	0.3975983562
362	0.3975618588
363	0.3975172289
364	0.3974464536
365	0.3973945805
366	0.3973635824
367	0.3972992442
368	0.3972324425
369	0.3971874145
370	0.3971441182
371	0.3970969148
372	0.3970381791
373	0.3969728434
374	0.3969447302
375	0.3968813639
376	0.3968019536
377	0.3967518705
378	0.3966782732
379	0.3966410473
380	0.3965892009
381	0.396521644
382	0.3964842854
383	0.3964253082
384	0.3963993142
385	0.3963695914
386	0.3963169812
387	0.3962714981
388	0.3962293366
389	0.3961800617
390	0.3961127686
391	0.3959820277
392	0.3959454178
393	0.395856847
394	0.3958231157
395	0.3957662446
396	0.395720989
397	0.3956572797
398	0.3955897753
399	0.3955648472
400	0.3955149511
401	0.3954560824
402	0.3954044035
403	0.3953272534
404	0.3952882597
405	0.3951991911
406	0.3951546816
407	0.3951013935
408	0.3950477173
409	0.3950050294
410	0.3949483512
411	0.3948775337
412	0.3948396589
413	0.394792733
414	0.3947641102
415	0.3947044117
416	0.3946555361
417	0.394618917
418	0.3945690967
419	0.3945223625
420	0.3944829737
421	0.394454567
422	0.3944074382
423	0.394375601
424	0.3943167234
425	0.3942773165
426	0.394215514
427	0.3941764395
428	0.3941362944
429	0.3940756846
430	0.3940148796
431	0.3939643767
432	0.393920377
433	0.3938532997
434	0.3938028865
435	0.3937733491
436	0.3937160832
437	0.3936634715
438	0.3936144676
439	0.3935883915
440	0.3935401246
441	0.3935042289
442	0.393468069
443	0.3934139262
444	0.3933680268
445	0.3933030827
446	0.3932616239
447	0.3931977077
448	0.3931436371
449	0.3930895519
450	0.3930158921
451	0.3929782236
452	0.3929406086
453	0.3928918826
454	0.3928505313
455	0.3928115773
456	0.3927639254
457	0.3927260612
458	0.3926668315
459	0.3925890283
460	0.3925551216
461	0.392501575
462	0.3924698949
463	0.3924416355
464	0.3924117088
465	0.3923222996
466	0.3922782662
467	0.3922013602
468	0.3921777865
469	0.3921418037
470	0.3921115997
471	0.3920702043
472	0.3920369281
473	0.3919986345
474	0.3919561058
475	0.3919284213
476	0.3918777776
477	0.3918295205
478	0.3917659417
479	0.3917087725
480	0.3916687027
481	0.3916196198
482	0.3915784168
483	0.3915267213
484	0.3915046994
485	0.3914738881
486	0.3914260917
487	0.3913892763
488	0.3913459248
489	0.3913044641
490	0.391258645
491	0.3912124346
492	0.3911877746
493	0.3911508414
494	0.3911161528
495	0.3910675259
496	0.3910362714
497	0.3909876964
498	0.3909576143
499	0.3909020813
500	0.3908535781
501	0.3908217237
502	0.3907780721
503	0.3907305541
504	0.3906783006
505	0.3905938977
506	0.3905534168
507	0.3905091547
508	0.3904735757
509	0.3904387426
510	0.3903978156
511	0.390349443
512	0.3903031593
513	0.3902675532
514	0.3902312022
515	0.3901749296
516	0.3901302761
517	0.3900874962
518	0.3900478281
519	0.389985475
520	0.3899604843
521	0.3899236614
522	0.3898491442
523	0.3897795909
524	0.3897372154
525	0.3897016492
526	0.3896692782
527	0.3896215824
528	0.3895635355
529	0.3895321918
530	0.3894918473
531	0.3894521117
532	0.389406102
533	0.3893681094
534	0.3893049697
535	0.3892821708
536	0.3892518955
537	0.3892035495
538	0.389172668
539	0.3891268728
540	0.3890833963
541	0.389037703
542	0.3889799351
543	0.3889495477
544	0.3889277123
545	0.3888751882
546	0.3888286539
547	0.3887960403
548	0.3887430534
549	0.38871099
550	0.38866234
551	0.388606278
552	0.3885815045
553	0.3885327589
554	0.3884815832
555	0.3884295026
556	0.3883910191
557	0.3883567293
558	0.3883327495
559	0.3882880465
560	0.3882615849
561	0.3882291167
562	0.3881891383
563	0.3881415874
564	0.3881004183
565	0.3880771989
566	0.3880405573
567	0.388003984
568	0.3879522567
569	0.3879065948
570	0.3878766957
571	0.3878420273
572	0.3878132636
573	0.3877827345
574	0.3877543582
575	0.3876973062
576	0.3876723373
577	0.3876359605
578	0.3875947399
579	0.3875279539
580	0.3874856044
581	0.3874461101
582	0.3874217752
583	0.3873754405
584	0.3873503223
585	0.387303124
586	0.3872604059
587	0.387214717
588	0.3871728207
589	0.3871454086
590	0.3871238212
591	0.3870743579
592	0.3870526792
593	0.3870216288
594	0.3869889958
595	0.3869358067
596	0.3869080735
597	0.3868572668
598	0.3868092556
599	0.3867804849
600	0.3867184536
601	0.3866834611
602	0.3866465443
603	0.3866123156
604	0.3865855468
605	0.3865252683
606	0.386477439
607	0.3864174985
608	0.3863782356
609	0.3863228966
610	0.3862828722
611	0.3862432403
612	0.3862108407
613	0.3861948189
614	0.3861495585
615	0.3860977195
616	0.3860536613
617	0.386013455
618	0.3859596518
619	0.3859254158
620	0.3858799347
621	0.3858519114
622	0.3858143107
623	0.3857783071
624	0.3857587902
625	0.385728341
626	0.3856720978
627	0.3856415167
628	0.3856107596
629	0.3855754847
630	0.3855364578
631	0.3854951697
632	0.385468966
633	0.3854220448
634	0.3853914386
635	0.3853505986
636	0.3852751718
637	0.3852289126
638	0.3852101029
639	0.3851638437
640	0.3851374467
641	0.3851078442
642	0.3850550257
643	0.3850238315
644	0.3849945544
645	0.3849581258
646	0.3849271019
647	0.384895927
648	0.3848516813
649	0.3848227757
650	0.3847736419
651	0.384731392
652	0.3846953241
653	0.384661611
654	0.3846172958
655	0.3845806876
656	0.3845304329
657	0.384505541
658	0.3844737876
659	0.3844390161
660	0.3843907734
661	0.3843670878
662	0.3843356837
663	0.3842949506
664	0.3842672225
665	0.3842346756
666	0.3841865482
667	0.3841359771
668	0.3840831372
669	0.3840407879
670	0.3839979522
671	0.3839506668
672	0.3839264699
673	0.3838863942
674	0.3838552317
675	0.3838034324
676	0.3837923103
677	0.3837386189
678	0.3836893858
679	0.3836605092
680	0.3836321008
681	0.383595238
682	0.3835545512
683	0.3835181343
684	0.3834885256
685	0.3834437151
686	0.3834194153
687	0.3833723651
688	0.3833363164
689	0.3832825402
690	0.3832534356
691	0.3832128026
692	0.3831832373
693	0.3831257642
694	0.3830905769
695	0.3830676416
696	0.3830262092
697	0.3829901542
698	0.3829721887
699	0.3829445723
700	0.3829099234
701	0.3828825472
702	0.3828557275
703	0.3828240733
704	0.3827913334
705	0.3827540299
706	0.3827196023
707	0.3826759518
708	0.3826336188
709	0.3825946397
710	0.3825775577
711	0.3825447258
712	0.3825094886
713	0.3824704225
714	0.382427603
715	0.3824008625
716	0.3823693202
717	0.3823260099
718	0.3822800576
719	0.3822527918
720	0.3822211536
721	0.3821761699
722	0.3821295525
723	0.3821076468
724	0.3820847988
725	0.3820389983
726	0.3819788164
727	0.3819471344
728	0.3819143495
729	0.3818735086
730	0.381847007
731	0.3818188634
732	0.3817878216
733	0.3817586486
734	0.3817265003
735	0.3816961273
736	0.3816601481
737	0.3816316803
738	0.3815988163
739	0.3815633322
740	0.3815328754
741	0.3814795733
742	0.3814610685
743	0.3814294713
744	0.3813960921
745	0.3813677108
746	0.3813110328
747	0.3812820512
748	0.3812387421
749	0.3812143609
750	0.3811860904
751	0.3811554566
752	0.3811104951
753	0.3810736248
754	0.3810417142
755	0.3810098958
756	0.3809692
757	0.3809477889
758	0.380902615
759	0.3808698059
760	0.3808333925
761	0.3808067124
762	0.3807818732
763	0.3807520318
764	0.3807266724
765	0.3807030866
766	0.3806520795
767	0.3806076493
768	0.3805595643
769	0.3805365893
770	0.3805046236
771	0.3804785406
772	0.380446842
773	0.3804316739
774	0.3804111955
775	0.3803656964
776	0.3803273517
777	0.3802893351
778	0.3802603718
779	0.3802324442
780	0.3802057664
781	0.3801809573
782	0.3801332851
783	0.3801060576
784	0.3800722704
785	0.3800270498
786	0.3799896648
787	0.379961992
788	0.3799045456
789	0.3798678774
790	0.3798444121
791	0.3798186583
792	0.3797863272
793	0.3797352076
794	0.3796953583
795	0.3796377441
796	0.3796002501
797	0.3795562273
798	0.3795383552
799	0.379520337
800	0.3794985478
801	0.3794804132
802	0.3794606234
803	0.379422191
804	0.3793959602
805	0.3793805485
806	0.3793603447
807	0.3793258585
808	0.3793046933
809	0.3792745101
810	0.3792446613
811	0.3792098987
812	0.3791855237
813	0.3791391833
814	0.3791062446
815	0.3790726858
816	0.3790361649
817	0.3790178981
818	0.3789874686
819	0.3789698029
820	0.3789442314
821	0.3789218189
822	0.3788894804
823	0.3788596277
824	0.3788092019
825	0.3787834374
826	0.3787551598
827	0.3787129026
828	0.3786873387
829	0.3786679163
830	0.3786396153
831	0.3785974049
832	0.378555944
833	0.3785204491
834	0.3784943014
835	0.3784271048
836	0.3784022443
837	0.3783841587
838	0.3783435232
839	0.3783163887
840	0.3782847765
841	0.3782565988
842	0.3782341842
843	0.3782144904
844	0.3781784211
845	0.3781462562
846	0.3781088698
847	0.3780579748
848	0.3780215578
849	0.3779757192
850	0.3779265542
851	0.3779009088
852	0.3778716334
853	0.3778318447
854	0.3777789651
855	0.3777560984
856	0.377734937
857	0.3777102894
858	0.3776744115
859	0.3776396485
860	0.377605644
861	0.3775848775
862	0.3775627326
863	0.3775331134
864	0.3774686778
865	0.3774391898
866	0.3774137911
867	0.3773739489
868	0.37733777
869	0.3772981661
870	0.3772715585
871	0.3772240875
872	0.3772001237
873	0.3771706882
874	0.3771370648
875	0.377110583
876	0.3770939421
877	0.3770720888
878	0.3770442265
879	0.3770206946
880	0.3769854418
881	0.3769490779
882	0.3769162497
883	0.3768870316
884	0.3768550398
885	0.3768281999
886	0.3767904298
887	0.3767511088
888	0.376724927
889	0.3766528679
890	0.3766242967
891	0.3765784208
892	0.3765468146
893	0.3765171843
894	0.376495333
895	0.3764625052
896	0.3764234736
897	0.3764028389
898	0.3763813789
899	0.3763452471
900	0.3763099858
901	0.3762857317
902	0.376235039
903	0.3761975554
904	0.3761687
905	0.3761415261
906	0.3761198692
907	0.3760865119
908	0.376047849
909	0.3760258938
910	0.3759900268
911	0.3759640597
912	0.3759499476
913	0.3759242338
914	0.3759026722
915	0.3758780251
916	0.3758414193
917	0.3758022185
918	0.3757631313
919	0.3757183282
920	0.3756811879
921	0.3756546778
922	0.3756320783
923	0.3756051979
924	0.3755847473
925	0.3755593457
926	0.3755354027
927	0.3754813403
928	0.3754546736
929	0.3754133417
930	0.3753839732
931	0.3753562603
932	0.375310702
933	0.3752899466
934	0.3752531203
935	0.3752201581
936	0.3751828427
937	0.3751502568
938	0.3751131278
939	0.3750797308
940	0.3750562371
941	0.3750070055
942	0.3749816782
943	0.374946654
944	0.3749121545
945	0.3749008665
946	0.3748792551
947	0.3748579137
948	0.374828211
949	0.3747948835
950	0.3747672674
951	0.3747470952
952	0.3747245804
953	0.3746864485
954	0.3746407335
955	0.3746181784
956	0.374590488
957	0.3745644818
958	0.3745311019
959	0.3745000657
960	0.3744675666
961	0.3744477287
962	0.3744210989
963	0.3743920618
964	0.3743505106
965	0.3743084919
966	0.3742893645
967	0.374253091
968	0.3742305241
969	0.3741835849
970	0.374151913
971	0.3741179111
972	0.3740760534
973	0.3740471023
974	0.3740216479
975	0.373992218
976	0.3739571366
977	0.373917575
978	0.3738858319
979	0.3738506407
980	0.3738286194
981	0.3738028989
982	0.3737813663
983	0.3737445412
984	0.3737057374
985	0.3736741449
986	0.3736482192
987	0.3736217453
988	0.3735892271
989	0.3735591949
990	0.3735319695
991	0.3734910171
992	0.3734653894
993	0.3734422862
994	0.3734153724
995	0.3733835294
996	0.373358009
997	0.3733450887
998	0.3733148268
999	0.3732754052
99	0.374032624
